Weight    Value     
    51    21        
    12    88        
    58    61        
    83    52        
    91    4         
    66    83        
    55    13        
    94    4         
    45    71        
    46    67        
    51    28        
    46    93        
    20    45        
   100    42        
    10    60        
    49    27        
    23    88        
    41    55        
    25    80        
    36    67        
    35    5         
    47    47        
    67    100       
    64    42        
    52    31        
    49    95        
    69    53        
    79    25        
    24    60        
    17    25        
    46    19        
    26    16        
    61    94        
    10    62        
    37    80        
    25    78        
    12    55        
    41    15        
    99    19        
    19    26        
    33    99        
    69    53        
    46    30        
    59    70        
    88    85        
    47    90        
    44    91        
    67    89        
    28    63        
    27    42        
    56    36        
    56    69        
    48    88        
    52    70        
    67    87        
     6    84        
    67    60        
    28    99        
    10    68        
    38    70        
    21    28        
    55    56        
    62    87        
    76    83        
    48    61        
    37    53        
    88    90        
    74    73        
     1    84        
    29    42        
    86    7         
    39    40        
    31    85        
    84    20        
    22    12        
    87    99        
    15    26        
     1    39        
    59    62        
    30    59        
     2    54        
    72    2         
    17    89        
    48    23        
    97    50        
    80    3         
    41    34        
    13    65        
    60    3         
    96    27        
   100    60        
    23    57        
    62    74        
    86    44        
    69    84        
    76    63        
    83    7         
    67    88        
    77    84        
     1    8         
    64    25        
    19    23        
    57    66        
    69    96        
    88    68        
    46    61        
    57    93        
    62    59        
    88    89        
    10    43        
     5    33        
    91    39        
    71    99        
    44    13        
    65    79        
    96    75        
    15    73        
    29    47        
    86    94        
    81    78        
    36    55        
    73    7         
    48    42        
    46    32        
    78    31        
    59    55        
    56    36        
    42    49        
    14    79        
    37    42        
    18    100       
    32    55        
    44    65        
    45    85        
     7    55        
    86    72        
    30    67        
     3    33        
    83    96        
    38    27        
    89    2         
    45    39        
    12    57        
    63    45        
     1    53        
    52    80        
    28    53        
    19    82        
     5    23        
    60    38        
    22    71        
    11    48        
    82    49        
    75    58        
    21    39        
    11    51        
    54    47        
     9    3         
     8    38        
    28    66        
    19    35        
    59    70        
    93    53        
    34    87        
    15    91        
    43    22        
     5    77        
    67    4         
     9    40        
    24    48        
    40    68        
    29    42        
    51    33        
    62    32        
    36    21        
    72    86        
    34    94        
    30    6         
    25    13        
    12    9         
    91    28        
    67    77        
    66    30        
    77    23        
    96    28        
    62    48        
    22    86        
    28    19        
    19    15        
    94    81        
    29    19        
    27    42        
    30    50        
    97    14        
    19    93        
    17    36        
    21    7         
    55    48        
    78    18        
    64    5         
    24    23        
     6    14        
    52    96        
     2    8         
     5    74        
    41    36        
    65    40        
     1    65        
    20    63        
    89    86        
    41    29        
     6    47        
    69    80        
    65    76        
    73    27        
    93    29        
    69    79        
    53    43        
    32    37        
   100    15        
    82    47        
    65    12        
    70    61        
    92    68        
    20    71        
     3    23        
     9    68        
     9    5         
    72    16        
    86    78        
    43    65        
    91    32        
    79    92        
    26    82        
    63    66        
    41    79        
    72    33        
    92    9         
    28    47        
    38    76        
    99    97        
    55    28        
    86    5         
    72    64        
    19    28        
    93    23        
    92    98        
    16    38        
    56    25        
    65    4         
    15    62        
    91    57        
    38    23        
    53    93        
    47    90        
    74    68        
    77    54        
    71    64        
    68    54        
    91    99        
    40    6         
    69    94        
    81    40        
    12    56        
    24    69        
    88    75        
    68    89        
    46    12        
    83    25        
    26    63        
    34    86        
    75    34        
    89    83        
    97    54        
    60    97        
    24    57        
    63    76        
    57    7         
    80    10        
    16    22        
    46    84        
    83    14        
    25    74        
     4    95        
     9    13        
    92    98        
    57    43        
    34    55        
    60    11        
    45    69        
    37    19        
    15    5         
     3    87        
    63    47        
    43    47        
    81    62        
    97    12        
    61    52        
    76    11        
    77    89        
    75    95        
    49    8         
    73    14        
     9    94        
    83    95        
    80    47        
    40    50        
    57    5         
    30    31        
    82    9         
    19    1         
    80    28        
     5    76        
    57    75        
     3    66        
    79    63        
    55    62        
    55    46        
    40    1         
    87    53        
    36    35        
    56    47        
   100    69        
    29    44        
    96    63        
    21    16        
    74    25        
    36    39        
    47    21        
    30    5         
    72    17        
    37    42        
    64    85        
     6    29        
    94    5         
    42    42        
     4    85        
    75    62        
    35    25        
    60    48        
    16    70        
    43    23        
    39    39        
    61    84        
    27    11        
    57    18        
    78    1         
    22    76        
    17    89        
    80    27        
    10    88        
    11    18        
    71    67        
     2    5         
    25    19        
    38    1         
    91    86        
    56    74        
    47    4         
    28    94        
    90    42        
    65    87        
    23    68        
    57    46        
    70    99        
    84    86        
    11    31        
    79    45        
    43    76        
    85    73        
    23    55        
    69    84        
    30    95        
    66    13        
    69    6         
    94    2         
    18    91        
    10    1         
    45    98        
    77    75        
    80    85        
    23    33        
     7    26        
    49    64        
    61    4         
    91    41        
    77    67        
     3    31        
    23    52        
    62    14        
    75    30        
    22    29        
    46    66        
    52    12        
    17    16        
    73    97        
    49    45        
    75    61        
    10    39        
    63    84        
    52    69        
    42    94        
    74    72        
    80    33        
    33    96        
    88    57        
    97    13        
     7    86        
    65    73        
    25    48        
     9    49        
    25    47        
    87    49        
    39    90        
    11    65        
    32    8         
    53    23        
    16    57        
    25    97        
    60    43        
    45    17        
     9    21        
     8    37        
     9    28        
    69    40        
    37    28        
    87    96        
    12    93        
     8    4         
     9    69        
    79    56        
    43    13        
    77    41        
    12    44        
    10    95        
    57    47        
     9    52        
    50    60        
    14    100       
    18    57        
    65    26        
     8    91        
    57    1         
    94    21        
    23    77        
    29    76        
    79    74        
    85    61        
    56    31        
    35    73        
    32    75        
    14    76        
    59    83        
    95    3         
     7    15        
     8    14        
    69    23        
    62    36        
    31    92        
    49    6         
    77    14        
    27    89        
    52    49        
    18    70        
    54    33        
    24    38        
    23    91        
    53    85        
    36    44        
    76    74        
    90    79        
    98    16        
    65    81        
    15    65        
    48    34        
    51    63        
    84    59        
    66    5         
    17    46        
    41    85        
    89    84        
    44    61        
    29    87        
    80    21        
    30    1         
    28    37        
    65    59        
    51    84        
    98    12        
    69    44        
    84    53        
    34    49        
    26    4         
    14    80        
    31    70        
    73    77        
    71    29        
    31    35        
    31    32        
    45    88        
    31    25        
    97    32        
    58    76        
    63    70        
    59    77        
    59    72        
    16    83        
    77    74        
     8    56        
    89    8         
    55    79        
    17    25        
    74    6         
    88    54        
    17    41        
    95    48        
    93    41        
     4    11        
     8    66        
    33    58        
    24    31        
    13    63        
    92    89        
    88    53        
    62    93        
    89    60        
    87    91        
    95    100       
    46    49        
    20    18        
    64    53        
    87    92        
    31    12        
    41    27        
    26    40        
     4    47        
    94    86        
    25    5         
    66    94        
    50    88        
    36    89        
    89    95        
    46    29        
    28    52        
    91    52        
    67    63        
    55    9         
    56    15        
     1    12        
    27    49        
     1    62        
    75    35        
    45    67        
    34    77        
    93    100       
    63    55        
    26    84        
    93    12        
    76    78        
    27    24        
    26    15        
    68    39        
    81    83        
    68    60        
    53    51        
    68    68        
    96    88        
    99    13        
    56    41        
    96    48        
     2    80        
    64    93        
     2    80        
    63    19        
    52    64        
    38    57        
    50    36        
    28    5         
    26    66        
    33    11        
   100    81        
    92    78        
    42    11        
    96    4         
    80    72        
    39    79        
    66    98        
     3    54        
    54    26        
    92    33        
    51    65        
    29    62        
     4    78        
    58    46        
    82    74        
    17    11        
    71    83        
    27    86        
    28    97        
    46    44        
     5    7         
     2    92        
    15    96        
    86    16        
    73    64        
    28    64        
    46    73        
    40    77        
    53    75        
    65    15        
    20    75        
    19    7         
    39    9         
    19    30        
    31    25        
    56    38        
     8    58        
    32    22        
    61    34        
     1    35        
    95    100       
    15    35        
     2    62        
    21    38        
    38    33        
    64    89        
    94    57        
    67    56        
    38    41        
    35    76        
    62    62        
    75    94        
    85    21        
    21    55        
    85    39        
    95    28        
     6    3         
    32    85        
    40    64        
    74    23        
    71    34        
    87    46        
    27    41        
    53    29        
    68    9         
    25    85        
     5    27        
    18    85        
    82    81        
    50    65        
    82    22        
    59    22        
    16    66        
    89    62        
    48    20        
    63    36        
    28    10        
    70    74        
    66    77        
     2    94        
    66    18        
     7    21        
    33    56        
    48    70        
    26    38        
    56    17        
    87    67        
    83    50        
    53    26        
    21    4         
    68    15        
    69    67        
    95    100       
    94    61        
    35    49        
    82    54        
     9    94        
     3    59        
    72    58        
    83    65        
    32    45        
    89    92        
    80    25        
    16    52        
    30    66        
    14    44        
    26    3         
    61    91        
     3    32        
    44    25        
    13    74        
    71    96        
    71    41        
    64    9         
    72    98        
    44    29        
    19    8         
    74    15        
    45    87        
    71    26        
    84    98        
    47    17        
    66    15        
    89    3         
     6    6         
    52    26        
    76    5         
   100    38        
    45    14        
    84    41        
    60    57        
    78    94        
    68    15        
     8    83        
    40    44        
    20    13        
    49    89        
    65    78        
     8    71        
    45    23        
    52    54        
    21    66        
    55    49        
    61    27        
    24    18        
    40    50        
    25    38        
    66    34        
    18    20        
    68    34        
     5    71        
     6    17        
    73    88        
    89    20        
    47    54        
    97    97        
    60    47        
    31    41        
    42    66        
    68    44        
     7    41        
    68    4         
    66    87        
    65    74        
    84    65        
   100    33        
     5    48        
    93    51        
    40    38        
    72    99        
    76    37        
    63    18        
    98    97        
    82    60        
    54    94        
    86    71        
    16    3         
    95    53        
    42    5         
    48    69        
    31    59        
    41    98        
    42    37        
     6    58        
    42    60        
    48    54        
     4    2         
    27    98        
    96    49        
    66    88        
    40    98        
    77    79        
    89    17        
    84    94        
    91    51        
    40    44        
    93    99        
    85    1         
    95    93        
    97    63        
    74    50        
    41    50        
    21    71        
    10    19        
    42    73        
    25    33        
    89    76        
    65    90        
    74    82        
    23    56        
    57    89        
    91    32        
    35    33        
    95    81        
    45    97        
     4    74        
    59    61        
    23    79        
    57    33        
    55    6         
    21    69        
     3    13        
    50    71        
    92    32        
    33    63        
    40    30        
     5    36        
    51    31        
    58    36        
    79    22        
    50    36        
    49    98        
     4    84        
     9    85        
    76    99        
    61    41        
    71    1         
    21    42        
     9    58        
    76    85        
    44    93        
    79    64        
    51    53        
    83    41        
    14    23        
    11    32        
    26    6         
    80    40        
    20    32        
     5    37        
    83    89        
    52    41        
    57    26        
    11    62        
    97    9         
    82    46        
    80    95        
    85    49        
    44    27        
    66    84        
    57    25        
    61    42        
    33    39        
    60    34        
    51    82        
    45    8         
    98    73        
    97    51        
    64    44        
    64    42        
    96    47        
     5    86        
    66    50        
    77    44        
    18    7         
    20    53        
    92    66        
    45    75        
    28    94        
    84    70        
    94    14        
    96    77        
    95    20        
    60    97        
    55    34        
    38    99        
    63    99        
    43    61        
    76    13        
    49    77        
    29    28        
    85    24        
    66    49        
    79    5         
    72    78        
    85    27        
    27    78        
    68    5         
    15    31        
     7    87        
     4    54        
    92    31        
    41    2         
    56    15        
    33    57        
    51    78        
    29    74        
    54    48        
    20    40        
    20    79        
     3    43        
    75    57        
    44    1         
    65    28        
    48    11        
    86    31        
    10    85        
    24    25        
    99    49        
    82    55        
    28    43        
    59    6         
    27    73        
    25    76        
    42    69        
    60    90        
    87    25        
    61    84        
    27    91        
    31    46        
    85    98        
    63    24        
    91    33        
    58    32        
    53    13        
    66    20        
    68    99        
    25    3         
    14    96        
    75    39        
    66    7         
    55    68        
    80    53        
    95    89        
    33    65        
    42    67        
     7    41        
    24    55        
    53    40        
    91    56        
    41    96        
    26    68        
    31    36        
    25    4         
    43    78        
    14    66        
    27    32        
    50    69        
    23    15        
    62    80        
    38    58        
    16    84        
    60    60        
    86    91        
    55    63        
    74    79        
    76    99        
    56    91        
    55    52        
    79    68        
    15    13        
     6    43        
    74    85        
    27    39        
    96    81        
    40    38        
    97    50        
    47    67        
    78    19        
    94    78        
    49    36        
     9    51        
    98    98        
    26    99        
    15    37        
    91    72        
    38    91        
     2    94        
    52    81        
    56    24        
    35    83        
    84    82        
    43    59        
    84    11        
    15    78        
    26    47        
    25    82        
    48    28        
    10    88        
    62    58        
    17    84        
    26    5         
    23    36        
    29    2         
    22    41        
    26    18        
    62    88        
    71    98        
    75    58        
    48    81        
    82    78        
    55    76        
    41    42        
    86    20        
    55    17        
    91    21        
    86    21        
    11    8         
    10    69        
    65    97        
    24    12        
    89    7         
    84    23        
    16    61        
     6    58        
    94    97        
    71    48        
    71    3         
    66    56        
    29    54        
    50    50        
    64    87        
    56    5         
    25    23        
    69    72        
    57    28        
     1    30        
     4    85        
    55    76        
    94    24        
    81    64        
    30    91        
    65    93        
    14    9         
    48    33        
    80    24        
     9    2         
    18    44        
    92    11        
    60    7         
    79    20        
    90    57        
    33    99        
    37    88        
    59    88        
    44    66        
    27    40        
    63    29        
    12    8         
    44    3         
    77    45        
    14    85        
    84    51        
    62    36        
     5    68        
    85    32        
    11    15        
    85    89        
    45    55        
    17    64        
    20    7         
    44    22        
    16    86        
    30    70        
    92    61        
    38    28        
    98    55        
    84    28        
    68    38        
    73    38        
     1    60        
    67    38        
    33    57        
    15    18        
    64    83        
    81    10        
    14    99        
    69    95        
    85    58        
    28    23        
    48    9         
    52    32        
     9    24        
    13    47        
    30    3         
    75    67        
    14    86        
    51    21        
    77    58        
    92    2         
    26    6         
    28    80        
    57    76        
    89    52        
     5    30        
    23    10        
    37    26        
     7    35        
    99    13        
    59    82        
     4    16        
    55    27        
    74    61        
    38    90        
    73    20        
    10    55        
    10    29        
    85    56        
    59    20        
    40    24        
     7    94        
    84    90        
    32    16        
    33    56        
    62    47        
     3    100       
     4    58        
     4    97        
    39    12        
    85    12        
    59    78        
    64    7         
    21    97        
    65    14        
    53    43        
    63    15        
    15    63        
    20    17        
    10    92        
    49    19        
     1    28        
    49    40        
    90    4         
    36    57        
    56    49        
    39    62        
    43    71        
    36    2         
    97    23        
    42    31        
    39    4         
    53    74        
    80    33        
    70    60        
    41    69        
    98    45        
    85    100       
    11    92        
    41    39        
    24    33        
    16    42        
    67    44        
    30    18        
    30    34        
     2    17        
     8    28        
    65    11        
    41    10        
    71    66        
    56    76        
     6    99        
    99    73        
    11    74        
    54    84        
    91    29        
    13    9         
    43    28        
    82    11        
    12    21        
   100    76        
    37    33        
    34    53        
    72    95        
     5    48        
    83    49        
    39    85        
    24    47        
    34    77        
    31    76        
    49    30        
    55    64        
    62    14        
     7    76        
    85    48        
    71    5         
    52    18        
    58    5         
    19    53        
    58    34        
    89    83        
    75    76        
    51    45        
    15    8         
    12    75        
    37    71        
    97    83        
    65    26        
    76    91        
    91    60        
    46    63        
    35    19        
    95    9         
    71    100       
    77    51        
    55    54        
    27    95        
    18    62        
    11    39        
    24    42        
    48    69        
    95    61        
    65    67        
    83    71        
    27    95        
     9    78        
    46    94        
    11    32        
    13    45        
    41    27        
    55    92        
    36    39        
    19    42        
    95    21        
    98    12        
    44    30        
    41    90        
    20    73        
    37    8         
    62    15        
    52    52        
    54    3         
    74    15        
     8    61        
    48    34        
    16    9         
    54    59        
    52    43        
    80    98        
    98    20        
    16    50        
    82    36        
    97    3         
    76    77        
    39    41        
    68    70        
    36    67        
    19    23        
    53    10        
    96    9         
    14    77        
    49    26        
    92    44        
    65    4         
    70    12        
    13    74        
    35    33        
   100    67        
    63    54        
    88    33        
    37    37        
    32    81        
    10    83        
    22    11        
    69    49        
    45    70        
    91    8         
    51    47        
    12    3         
    95    77        
    67    20        
    92    21        
    21    61        
    98    21        
    84    96        
    70    90        
    34    34        
    72    22        
    20    81        
    78    28        
    50    11        
    13    96        
    84    58        
    68    16        
    66    53        
    12    34        
    75    6         
    46    34        
    87    75        
    82    77        
    77    91        
    20    91        
    11    24        
    46    56        
    62    39        
    84    38        
    22    12        
    36    99        
    27    42        
     8    40        
    90    93        
    27    80        
    49    6         
    81    27        
    84    97        
    33    97        
    40    98        
    64    35        
    61    69        
    91    64        
   100    80        
    95    75        
    66    100       
    66    47        
    81    22        
    86    34        
    83    35        
    24    36        
    35    7         
    73    52        
    14    33        
    97    62        
    19    35        
     7    64        
    19    97        
    97    63        
    49    71        
    48    50        
    85    57        
    67    31        
    84    62        
    46    56        
    66    51        
    68    77        
    95    51        
     3    12        
    54    90        
    94    95        
    60    44        
    91    89        
    77    14        
    77    46        
    19    10        
    90    23        
    73    95        
    10    55        
    20    38        
    28    86        
    54    88        
    61    11        
    17    62        
    29    59        
    78    67        
    92    37        
    99    71        
    93    50        
    58    34        
    20    41        
    58    54        
    95    8         
    22    84        
    79    41        
    75    28        
    43    87        
     8    68        
    26    4         
    10    96        
    30    25        
    88    57        
    68    40        
    93    88        
    32    68        
    20    52        
    91    14        
    11    54        
    46    79        
    49    45        
    80    35        
    27    22        
    65    26        
    94    18        
    13    30        
    73    10        
    82    50        
    98    77        
    38    85        
    86    51        
     4    35        
    27    2         
    50    30        
    65    34        
    91    75        
    77    36        
     7    11        
    16    35        
    65    2         
    18    3         
    40    66        
    89    29        
    49    64        
    14    93        
    77    6         
    17    26        
    55    61        
    40    3         
    68    63        
    32    52        
    11    15        
     5    100       
    30    11        
    23    66        
    92    58        
    41    46        
    96    64        
    10    28        
    39    77        
   100    64        
    70    47        
    95    23        
     9    17        
    40    93        
    40    50        
    74    4         
     3    16        
    27    48        
    18    36        
     8    61        
    67    79        
    79    64        
    18    63        
    90    62        
    71    27        
     7    8         
    20    62        
    97    1         
    62    99        
    17    43        
    64    42        
    47    98        
    31    21        
    22    52        
    47    71        
    65    71        
    23    10        
    83    16        
    24    25        
    51    29        
    36    71        
    10    10        
    88    53        
    32    55        
    65    83        
    23    14        
    58    11        
    79    36        
    10    79        
    63    54        
    66    42        
    20    49        
    84    34        
    51    95        
    96    19        
    80    62        
    40    20        
    68    56        
    64    95        
    80    100       
    89    98        
    41    67        
    80    62        
    88    20        
    77    94        
     5    7         
    81    90        
     6    82        
    92    34        
    81    11        
    89    67        
    94    25        
    55    15        
    24    8         
    19    23        
    81    35        
    54    27        
    65    42        
     2    62        
    80    90        
    56    75        
    88    34        
     2    74        
    59    20        
    42    86        
    89    30        
    78    43        
    31    19        
    63    88        
    92    30        
    41    85        
    57    97        
    86    35        
     2    13        
    70    46        
    40    75        
     9    96        
    47    66        
     7    34        
    91    70        
    73    76        
    60    47        
    33    29        
    56    73        
    69    88        
     8    9         
    73    76        
     9    64        
    85    83        
    66    93        
    74    55        
    90    28        
    39    13        
    35    85        
    79    57        
    84    36        
    17    44        
    94    69        
    96    15        
    93    68        
    24    1         
    49    21        
    44    7         
    84    38        
   100    98        
    94    14        
    14    41        
    85    75        
     1    75        
     3    54        
    26    82        
    15    62        
    55    73        
    49    68        
    44    3         
    32    4         
    50    92        
    17    6         
    96    26        
    78    35        
     8    88        
    65    95        
    14    98        
    55    66        
    95    16        
    24    83        
    70    10        
    60    21        
    80    9         
    35    15        
    62    35        
    65    50        
    94    25        
    75    45        
    34    59        
     3    76        
    35    80        
    35    3         
    78    63        
    21    31        
    40    16        
    77    88        
    29    45        
    33    35        
    19    62        
    37    38        
    98    24        
    32    69        
    96    32        
    21    68        
    66    93        
    95    27        
    28    31        
    65    39        
    83    72        
    38    15        
    97    8         
    78    90        
    26    64        
    74    30        
    77    36        
    34    2         
    41    51        
    69    57        
    70    92        
    45    98        
    79    33        
    77    53        
    11    78        
    54    29        
   100    17        
    61    94        
    68    63        
    99    81        
    46    54        
     7    96        
    50    73        
    91    14        
    39    79        
    46    56        
    70    61        
     8    80        
    45    84        
    12    16        
    90    40        
    58    58        
    47    82        
    54    71        
    23    33        
    10    59        
    57    23        
    85    94        
    56    63        
    24    10        
    42    88        
    65    45        
    62    86        
    99    81        
    78    40        
    36    29        
    77    3         
    21    52        
    72    55        
    94    32        
    28    94        
    89    94        
     7    84        
    93    31        
    23    80        
    65    37        
    95    40        
    99    29        
    39    80        
    34    42        
    50    86        
    96    68        
    30    95        
    81    16        
    17    55        
    71    27        
    86    50        
    55    56        
    47    24        
     5    84        
    18    75        
    78    45        
    23    3         
    37    51        
    95    89        
    32    32        
    21    48        
    44    36        
    90    84        
    72    4         
    31    40        
     1    74        
    78    31        
    29    6         
     1    28        
    68    14        
    85    8         
     2    24        
    13    49        
    96    91        
    12    87        
    92    96        
    57    11        
     8    94        
    78    90        
    32    68        
    45    63        
    29    43        
     3    61        
    59    9         
    77    69        
    74    10        
    70    65        
    15    1         
    80    87        
    58    17        
    42    87        
     1    35        
    16    58        
    63    70        
    98    100       
    19    62        
     4    61        
    45    57        
    30    42        
    81    53        
   100    17        
    79    22        
    31    86        
    43    71        
    38    27        
    82    36        
    23    44        
    29    55        
    41    69        
    96    57        
    28    28        
    77    13        
    38    11        
    79    60        
     9    71        
    59    66        
    72    78        
    85    45        
    71    6         
    55    43        
    80    11        
    64    40        
    39    11        
   100    79        
    99    57        
    51    24        
    88    99        
    16    98        
    81    90        
    53    1         
    69    23        
    33    82        
     7    38        
    93    32        
    12    93        
    50    27        
    83    100       
    20    38        
    28    30        
    71    82        
    51    49        
    84    56        
    96    66        
    65    51        
    48    73        
    33    65        
    23    87        
    66    5         
    29    71        
   100    57        
    58    63        
    71    69        
    50    74        
    15    5         
     6    95        
    82    42        
    14    96        
    43    21        
    98    68        
    31    27        
    92    7         
     1    70        
    30    21        
    77    73        
    74    81        
     7    95        
    41    37        
    77    70        
    17    69        
    77    33        
    93    55        
    63    26        
    94    37        
    35    51        
    63    6         
    53    20        
    65    21        
    67    25        
     6    73        
    51    29        
   100    3         
    85    31        
    43    16        
    93    14        
     9    76        
    98    74        
    44    19        
     6    9         
    30    100       
    91    32        
    82    22        
    59    41        
    41    16        
    69    75        
    25    86        
    40    78        
    52    69        
    49    85        
    47    86        
   100    97        
    55    43        
    33    70        
    98    57        
    66    63        
    68    98        
    59    73        
    56    58        
    29    47        
    73    9         
     8    84        
    68    9         
    24    82        
    10    37        
   100    49        
    94    94        
    14    45        
    58    31        
    45    95        
    57    73        
    92    34        
    45    40        
    86    60        
    37    7         
     3    7         
    25    72        
    52    2         
    31    89        
    10    9         
    99    99        
    70    54        
    17    88        
    14    76        
    87    13        
    23    42        
    64    85        
    87    73        
    86    8         
    81    1         
     1    23        
    35    92        
    82    20        
    25    51        
    80    22        
    47    29        
    18    16        
    30    33        
    62    20        
     9    17        
    10    57        
    29    19        
    80    11        
    66    97        
    31    62        
    93    7         
    70    13        
    29    28        
    45    44        
    65    15        
    74    83        
    79    68        
    71    47        
    94    8         
    51    14        
    45    36        
    60    85        
    92    73        
    24    6         
    98    41        
    64    52        
     5    67        
    73    83        
    30    91        
    88    61        
    71    45        
    68    39        
    32    42        
    34    34        
    78    99        
    16    14        
    84    31        
    66    68        
    46    11        
    16    88        
    62    8         
    38    94        
    85    50        
    25    99        
     2    95        
    40    66        
     7    36        
    63    6         
     2    65        
    78    69        
    70    87        
    71    21        
    31    93        
    78    68        
    65    46        
    64    13        
    47    67        
    55    4         
    39    91        
    27    41        
    79    57        
    21    31        
    23    46        
    69    46        
    23    32        
    95    75        
    38    91        
    75    18        
    12    32        
    11    80        
    62    15        
    24    72        
    57    93        
    30    87        
    56    9         
    53    71        
    20    53        
    34    75        
    41    52        
    44    82        
    94    11        
    53    16        
    86    15        
    42    37        
    65    56        
    17    55        
    87    24        
    31    29        
    29    32        
    23    91        
    12    11        
    22    62        
    53    11        
    34    24        
    41    17        
    66    93        
    14    61        
    94    38        
    14    74        
    95    57        
    28    16        
    53    80        
    26    68        
     8    65        
    44    16        
    18    71        
    75    60        
    65    52        
    35    94        
    91    11        
    51    53        
    75    79        
    96    60        
    15    75        
    32    99        
    82    32        
    65    53        
    13    76        
    77    51        
    37    92        
     4    27        
    44    4         
    92    76        
    63    63        
    81    74        
    30    62        
    65    34        
    70    97        
    27    39        
    62    93        
    93    7         
    78    88        
    42    74        
     6    62        
    86    25        
    60    25        
    81    21        
    48    62        
    39    55        
    86    55        
    25    18        
    55    16        
    10    30        
    45    80        
    23    93        
    85    3         
    74    71        
    78    67        
    12    90        
    86    12        
    11    53        
     7    10        
    52    58        
    34    75        
   100    33        
    58    92        
    14    43        
    92    83        
    55    70        
    69    79        
    25    51        
    35    2         
    16    23        
    83    63        
    69    11        
    66    53        
    46    87        
    65    12        
    11    55        
    53    84        
    19    99        
     4    51        
    39    87        
    70    3         
    81    2         
    89    30        
    98    77        
    17    92        
    47    77        
     2    37        
    83    6         
    80    28        
    48    4         
    43    79        
    81    81        
    40    20        
    70    7         
    92    52        
    44    41        
    64    72        
    75    76        
    83    54        
    37    27        
    99    83        
    48    97        
    42    81        
    92    10        
    88    84        
    17    9         
    51    56        
    28    81        
    86    6         
    26    76        
    73    90        
    14    11        
    17    34        
    18    24        
     9    89        
    59    42        
    66    65        
    43    100       
    77    20        
    23    80        
    89    67        
    90    31        
    14    21        
    88    66        
   100    5         
    46    73        
    98    66        
    36    68        
    43    15        
    71    37        
    88    76        
    63    88        
    44    62        
    66    57        
    19    74        
    71    89        
    23    59        
    71    27        
    62    37        
    86    84        
    44    98        
    97    16        
    27    7         
    85    75        
    59    58        
    56    35        
    23    70        
    88    24        
    16    49        
    24    66        
    67    25        
    77    24        
    47    68        
    54    25        
     6    60        
    57    87        
    35    34        
    54    2         
    77    98        
    88    87        
    25    10        
    18    79        
    45    96        
    70    64        
     6    75        
    27    24        
    41    77        
    44    41        
    34    73        
    13    69        
     3    90        
    10    57        
    17    83        
    41    87        
    53    15        
    13    77        
    63    83        
    83    77        
    65    99        
    90    64        
    19    4         
    14    7         
    26    52        
    71    29        
    98    81        
   100    36        
     3    77        
    85    39        
    30    25        
    27    69        
    96    87        
    18    73        
    40    11        
    19    81        
    15    93        
    18    39        
    99    92        
     3    41        
     3    85        
    52    50        
    55    1         
    49    12        
    41    9         
    56    80        
    53    72        
    84    77        
    95    48        
    72    77        
    72    53        
   100    2         
    13    26        
    26    38        
    93    97        
    96    86        
    15    54        
    75    72        
    93    16        
    58    90        
     6    93        
    29    79        
    91    89        
